Time,SchedLat_Total_ms,SchedLat_Avg_ms,SchedLat_P95_ms,SchedLat_P99_ms,SchedLat_Max_ms,SchedLat_Count,SchedLat_Dropped,DState_Total_ms,DState_Count,SoftIRQ_Total_ms,SoftIRQ_Count,BaselineMode,BaselineSamples,Friction,dF_dt,Energy,Energy_W,Energy_Vol,Energy_kFactor
2026-01-19 10:19:38,170.69,0.0076,0.0150,0.0150,2.0450,22494,3,2.13,17,6.94,725,CALIBRATING,1,,,,40,0.000000,1.000000
2026-01-19 10:19:39,209.82,0.0134,0.0150,0.0150,9.5870,15633,2,49.53,36,4.48,393,CALIBRATING,2,,,,40,0.000000,1.000000
2026-01-19 10:19:40,151.65,0.0098,0.0150,0.0150,7.4450,15405,1,15.92,62,6.98,643,CALIBRATING,3,,,,40,0.000000,1.000000
2026-01-19 10:19:42,256.58,0.0111,0.0150,0.0150,6.0110,23042,2,2.71,63,14.12,1295,CALIBRATING,4,,,,40,0.000000,1.000000
2026-01-19 10:19:43,324.54,0.0148,0.0150,0.0150,11.5100,21919,3,273.01,124,6.31,443,CALIBRATING,5,,,,40,0.000000,1.000000
2026-01-19 10:19:44,192.40,0.0121,0.0150,0.0150,11.0690,15965,0,9.10,62,7.38,553,CALIBRATING,6,,,,40,0.000000,1.000000
2026-01-19 10:19:45,153.81,0.0096,0.0150,0.0150,7.4470,16030,1,4.95,31,9.65,967,CALIBRATING,7,,,,40,0.000000,1.000000
2026-01-19 10:19:46,246.78,0.0159,0.0150,0.0150,9.5460,15547,0,0.88,7,7.95,843,CALIBRATING,8,,,,40,0.000000,1.000000
2026-01-19 10:19:47,327.75,0.0172,0.0150,0.0150,24.1430,19087,1,4.94,38,9.62,734,CALIBRATING,9,,,,40,0.000000,1.000000
2026-01-19 10:19:49,286.04,0.0115,0.0150,0.0150,8.1660,24938,1,3.21,22,7.17,781,CALIBRATING,10,,,,40,0.000000,1.000000
2026-01-19 10:19:50,213.57,0.0098,0.0150,0.0150,11.7890,21828,0,3.20,57,14.28,1557,CALIBRATING,11,,,,40,0.000000,1.000000
2026-01-19 10:19:51,169.41,0.0107,0.0150,0.0150,6.4310,15797,0,6.76,45,6.49,650,CALIBRATING,12,,,,40,0.000000,1.000000
2026-01-19 10:19:52,144.67,0.0095,0.0150,0.0150,4.7630,15187,1,4.25,28,5.61,476,CALIBRATING,13,,,,40,0.000000,1.000000
2026-01-19 10:19:53,600.63,0.0254,0.0150,0.0150,12.3010,23622,3,228.23,95,6.85,499,CALIBRATING,14,,,,40,0.000000,1.000000
2026-01-19 10:19:54,448.33,0.0149,0.0150,0.0150,12.5940,29999,0,4.28,31,6.80,614,CALIBRATING,15,,,,40,0.000000,1.000000
2026-01-19 10:19:55,265.71,0.0140,0.0150,0.0150,10.5570,18924,0,6.12,31,4.10,300,CALIBRATING,16,,,,40,0.000000,1.000000
2026-01-19 10:19:56,194.28,0.0115,0.0150,0.0150,7.5450,16853,1,50.48,41,3.88,248,CALIBRATING,17,,,,40,0.000000,1.000000
2026-01-19 10:19:58,203.26,0.0096,0.0150,0.0150,6.9770,21111,0,4.60,47,8.58,665,CALIBRATING,18,,,,40,0.000000,1.000000
2026-01-19 10:19:59,354.63,0.0112,0.0150,0.0150,8.5050,31748,2,4.57,65,17.16,1369,CALIBRATING,19,,,,40,0.000000,1.000000
2026-01-19 10:20:00,150.25,0.0097,0.0150,0.0150,6.2890,15481,0,2.64,31,8.43,726,CALIBRATING,20,,,,40,0.000000,1.000000
2026-01-19 10:20:01,175.39,0.0108,0.0150,0.0150,6.6680,16314,3,6.32,69,10.31,985,CALIBRATING,21,,,,40,0.000000,1.000000
2026-01-19 10:20:02,173.26,0.0110,0.0150,0.0150,6.7530,15736,1,1.97,13,9.33,679,CALIBRATING,22,,,,40,0.000000,1.000000
2026-01-19 10:20:03,318.11,0.0130,0.0150,0.0150,10.1600,24390,1,161.71,102,8.80,622,CALIBRATING,23,,,,40,0.000000,1.000000
2026-01-19 10:20:04,163.86,0.0119,0.0150,0.0150,7.5820,13723,0,6.33,51,5.99,559,CALIBRATING,24,,,,40,0.000000,1.000000
2026-01-19 10:20:05,134.20,0.0096,0.0150,0.0150,7.3000,13973,0,3.88,24,4.05,260,CALIBRATING,25,,,,40,0.000000,1.000000
2026-01-19 10:20:06,193.66,0.0088,0.0150,0.0150,6.0620,21898,1,2.43,59,14.54,1514,CALIBRATING,26,,,,40,0.000000,1.000000
2026-01-19 10:20:08,203.52,0.0115,0.0150,0.0150,6.2770,17740,0,9.80,61,6.84,613,CALIBRATING,27,,,,40,0.000000,1.000000
2026-01-19 10:20:09,195.37,0.0097,0.0150,0.0150,6.7780,20120,0,10.49,100,5.95,651,CALIBRATING,28,,,,40,0.000000,1.000000
2026-01-19 10:20:10,166.85,0.0113,0.0150,0.0150,6.2060,14795,0,1.13,16,3.38,243,CALIBRATING,29,,,,40,0.000000,1.000000
2026-01-19 10:20:11,155.41,0.0105,0.0150,0.0150,6.5730,14842,0,3.07,39,7.47,505,CALIBRATING,30,,,,40,0.000000,1.000000
2026-01-19 10:20:12,157.76,0.0104,0.0150,0.0150,6.2040,15111,1,8.91,49,4.31,356,CALIBRATING,31,,,,40,0.000000,1.000000
2026-01-19 10:20:13,362.47,0.0172,0.0150,0.0150,18.3590,21042,2,386.72,85,7.36,551,CALIBRATING,32,,,,40,0.000000,1.000000
2026-01-19 10:20:14,206.80,0.0091,0.0150,0.0150,6.1870,22772,1,2.60,58,14.64,1637,CALIBRATING,33,,,,40,0.000000,1.000000
2026-01-19 10:20:15,140.27,0.0094,0.0150,0.0150,6.2140,14936,1,3.19,23,9.07,906,CALIBRATING,34,,,,40,0.000000,1.000000
2026-01-19 10:20:17,148.79,0.0105,0.0150,0.0150,6.5470,14213,2,1.66,9,5.97,560,CALIBRATING,35,,,,40,0.000000,1.000000
2026-01-19 10:20:18,190.24,0.0086,0.0150,0.0150,5.8410,22236,0,3.62,25,7.63,521,CALIBRATING,36,,,,40,0.000000,1.000000
2026-01-19 10:20:19,222.78,0.0085,0.0150,0.0150,7.3200,26174,1,8.11,107,15.89,1718,CALIBRATING,37,,,,40,0.000000,1.000000
2026-01-19 10:20:20,127.17,0.0097,0.0150,0.0150,6.5600,13100,0,1.95,16,5.33,447,CALIBRATING,38,,,,40,0.000000,1.000000
2026-01-19 10:20:21,150.44,0.0096,0.0150,0.0150,6.5390,15626,0,4.57,37,7.08,618,CALIBRATING,39,,,,40,0.000000,1.000000
2026-01-19 10:20:22,214.68,0.0093,0.0150,0.0150,7.7330,23173,0,13.85,95,14.92,1451,CALIBRATING,40,,,,40,0.000000,1.000000
2026-01-19 10:20:23,690.80,0.0320,0.0150,0.0150,17.8100,21586,2,906.47,151,7.44,681,CALIBRATING,41,,,,40,0.000000,1.000000
2026-01-19 10:20:24,156.26,0.0112,0.0150,0.0150,6.8350,13937,1,4.27,26,5.46,458,CALIBRATING,42,,,,40,0.000000,1.000000
2026-01-19 10:20:25,129.94,0.0092,0.0150,0.0150,6.8740,14159,0,5.31,36,3.54,288,CALIBRATING,43,,,,40,0.000000,1.000000
2026-01-19 10:20:27,171.98,0.0107,0.0150,0.0150,6.6770,16108,0,5.12,27,4.71,304,CALIBRATING,44,,,,40,0.000000,1.000000
2026-01-19 10:20:28,178.24,0.0101,0.0150,0.0150,6.6910,17729,0,3.38,22,5.83,327,CALIBRATING,45,,,,40,0.000000,1.000000
2026-01-19 10:20:29,191.10,0.0094,0.0150,0.0150,6.6820,20377,3,4.97,39,7.66,489,CALIBRATING,46,,,,40,0.000000,1.000000
2026-01-19 10:20:30,144.79,0.0101,0.0150,0.0150,6.9190,14402,1,2.18,35,8.48,433,CALIBRATING,47,,,,40,0.000000,1.000000
2026-01-19 10:20:31,232.92,0.0099,0.0150,0.0150,8.0970,23623,3,6.52,81,17.76,1787,CALIBRATING,48,,,,40,0.000000,1.000000
2026-01-19 10:20:32,142.61,0.0096,0.0150,0.0150,7.0880,14833,0,0.66,8,5.38,528,CALIBRATING,49,,,,40,0.000000,1.000000
2026-01-19 10:20:33,493.01,0.0209,0.0150,0.0150,12.0250,23628,0,233.93,166,11.62,1167,CALIBRATING,50,,,,40,0.000000,1.000000
2026-01-19 10:20:34,141.64,0.0095,0.0150,0.0150,6.4130,14869,0,1.47,12,6.57,610,CALIBRATING,51,,,,40,0.000000,1.000000
2026-01-19 10:20:35,143.01,0.0098,0.0150,0.0150,7.1600,14623,0,8.98,53,3.02,220,CALIBRATING,52,,,,40,0.000000,1.000000
2026-01-19 10:20:37,151.42,0.0099,0.0150,0.0150,14.4460,15318,1,5.21,30,5.95,631,CALIBRATING,53,,,,40,0.000000,1.000000
2026-01-19 10:20:38,168.31,0.0101,0.0150,0.0150,6.8150,16590,2,1.86,19,4.70,370,CALIBRATING,54,,,,40,0.000000,1.000000
2026-01-19 10:20:39,201.59,0.0074,0.0150,0.0150,5.9230,27396,0,6.67,90,15.87,1854,CALIBRATING,55,,,,40,0.000000,1.000000
2026-01-19 10:20:40,152.25,0.0110,0.0150,0.0150,8.2020,13899,0,1.62,16,3.13,207,CALIBRATING,56,,,,40,0.000000,1.000000
2026-01-19 10:20:41,131.78,0.0092,0.0150,0.0150,6.6400,14307,2,10.08,54,4.95,435,CALIBRATING,57,,,,40,0.000000,1.000000
2026-01-19 10:20:42,132.29,0.0088,0.0150,0.0150,6.6470,15023,2,2.61,21,5.90,512,CALIBRATING,58,,,,40,0.000000,1.000000
2026-01-19 10:20:43,378.28,0.0189,0.0150,0.0150,11.3470,20038,3,115.54,129,6.65,364,CALIBRATING,59,,,,40,0.000000,1.000000
2026-01-19 10:20:44,148.57,0.0098,0.0150,0.0150,6.4210,15086,0,8.23,49,4.53,346,CALIBRATING,60,,,,40,0.000000,1.000000
2026-01-19 10:20:45,132.77,0.0092,0.0150,0.0150,6.3830,14368,0,2.31,19,10.34,820,CALIBRATING,61,,,,40,0.000000,1.000000
2026-01-19 10:20:47,219.26,0.0095,0.0150,0.0150,7.4630,23104,3,2.40,57,16.59,1543,CALIBRATING,62,,,,40,0.000000,1.000000
2026-01-19 10:20:48,218.30,0.0097,0.0150,0.0150,7.8440,22498,0,4.92,32,10.05,463,CALIBRATING,63,,,,40,0.000000,1.000000
2026-01-19 10:20:49,188.73,0.0106,0.0150,0.0150,8.6810,17861,2,4.98,28,9.22,766,CALIBRATING,64,,,,40,0.000000,1.000000
2026-01-19 10:20:50,148.84,0.0102,0.0150,0.0150,6.2830,14657,0,5.82,36,6.03,426,CALIBRATING,65,,,,40,0.000000,1.000000
2026-01-19 10:20:51,147.24,0.0098,0.0150,0.0150,6.1670,14966,0,4.89,26,4.19,236,CALIBRATING,66,,,,40,0.000000,1.000000
2026-01-19 10:20:52,144.04,0.0100,0.0150,0.0150,6.3640,14447,2,2.23,31,7.68,579,CALIBRATING,67,,,,40,0.000000,1.000000
2026-01-19 10:20:53,371.92,0.0177,0.0150,0.0150,14.5620,21015,0,205.03,88,6.97,602,CALIBRATING,68,,,,40,0.000000,1.000000
2026-01-19 10:20:54,245.96,0.0116,0.0150,0.0150,12.6660,21203,0,3.28,65,12.55,1305,CALIBRATING,69,,,,40,0.000000,1.000000
2026-01-19 10:20:56,159.62,0.0103,0.0150,0.0150,6.3800,15491,1,8.21,53,4.92,375,CALIBRATING,70,,,,40,0.000000,1.000000
2026-01-19 10:20:57,148.85,0.0100,0.0150,0.0150,6.6200,14815,0,2.08,13,3.69,266,CALIBRATING,71,,,,40,0.000000,1.000000
2026-01-19 10:20:58,168.35,0.0097,0.0150,0.0150,6.2900,17439,0,4.91,27,4.67,274,CALIBRATING,72,,,,40,0.000000,1.000000
2026-01-19 10:20:59,193.87,0.0093,0.0150,0.0150,6.2600,20800,1,6.73,48,8.23,652,CALIBRATING,73,,,,40,0.000000,1.000000
2026-01-19 10:21:00,155.02,0.0101,0.0150,0.0150,6.7630,15306,1,7.16,48,7.61,782,CALIBRATING,74,,,,40,0.000000,1.000000
2026-01-19 10:21:01,180.26,0.0099,0.0150,0.0150,6.0610,18277,4,62.88,48,8.26,1017,CALIBRATING,75,,,,40,0.000000,1.000000
2026-01-19 10:21:02,147.54,0.0094,0.0150,0.0150,6.8560,15637,0,3.48,32,7.71,698,CALIBRATING,76,,,,40,0.000000,1.000000
2026-01-19 10:21:03,423.32,0.0135,0.0150,0.0150,9.2530,31378,1,320.07,147,17.12,1825,CALIBRATING,77,,,,40,0.000000,1.000000
2026-01-19 10:21:04,159.00,0.0113,0.0150,0.0150,16.0010,14078,1,2.23,13,7.79,780,CALIBRATING,78,,,,40,0.000000,1.000000
2026-01-19 10:21:06,168.89,0.0117,0.0150,0.0150,8.4390,14440,1,3.06,24,4.06,285,CALIBRATING,79,,,,40,0.000000,1.000000
2026-01-19 10:21:07,168.22,0.0119,0.0150,0.0150,8.3120,14135,0,2.53,15,5.98,584,CALIBRATING,80,,,,40,0.000000,1.000000
2026-01-19 10:21:08,147.00,0.0086,0.0150,0.0150,6.5160,17183,0,35.93,57,5.36,494,CALIBRATING,81,,,,40,0.000000,1.000000
2026-01-19 10:21:09,160.43,0.0081,0.0150,0.0150,6.4760,19874,0,4.84,24,6.09,781,CALIBRATING,82,,,,40,0.000000,1.000000
2026-01-19 10:21:10,139.94,0.0088,0.0150,0.0150,6.6370,15962,2,7.20,50,6.10,487,CALIBRATING,83,,,,40,0.000000,1.000000
2026-01-19 10:21:11,184.68,0.0084,0.0150,0.0150,6.5040,22092,3,2.96,53,13.39,1460,CALIBRATING,84,,,,40,0.000000,1.000000
2026-01-19 10:21:12,222.99,0.0129,0.0150,0.0150,8.7810,17301,1,22.58,122,6.51,631,CALIBRATING,85,,,,40,0.000000,1.000000
2026-01-19 10:21:13,223.61,0.0121,0.0150,0.0150,7.2900,18436,0,197.15,50,5.52,455,CALIBRATING,86,,,,40,0.000000,1.000000
2026-01-19 10:21:14,132.32,0.0089,0.0150,0.0150,6.5580,14844,0,1.97,14,5.10,426,CALIBRATING,87,,,,40,0.000000,1.000000
2026-01-19 10:21:16,168.72,0.0112,0.0150,0.0150,6.8010,15019,0,1.73,18,11.97,873,CALIBRATING,88,,,,40,0.000000,1.000000
2026-01-19 10:21:17,178.82,0.0127,0.0150,0.0150,6.5650,14106,0,3.69,13,7.25,633,CALIBRATING,89,,,,40,0.000000,1.000000
2026-01-19 10:21:18,199.52,0.0090,0.0150,0.0150,7.2990,22177,0,2.26,20,10.12,735,CALIBRATING,90,,,,40,0.000000,1.000000
2026-01-19 10:21:19,270.01,0.0079,0.0150,0.0150,6.4290,34048,3,4.66,102,23.28,2468,CALIBRATING,91,,,,40,0.000000,1.000000
2026-01-19 10:21:20,154.95,0.0098,0.0150,0.0150,6.4010,15765,0,5.85,48,8.48,599,CALIBRATING,92,,,,40,0.000000,1.000000
2026-01-19 10:21:21,167.60,0.0111,0.0150,0.0150,6.4740,15065,1,2.10,18,4.46,317,CALIBRATING,93,,,,40,0.000000,1.000000
2026-01-19 10:21:22,190.60,0.0114,0.0150,0.0150,5.9540,16735,1,218.24,155,6.46,624,CALIBRATING,94,,,,40,0.000000,1.000000
2026-01-19 10:21:23,229.90,0.0125,0.0150,0.0150,6.6760,18465,0,21.69,48,6.07,405,CALIBRATING,95,,,,40,0.000000,1.000000
2026-01-19 10:21:24,152.25,0.0105,0.0150,0.0150,6.6120,14437,0,6.91,37,5.37,357,CALIBRATING,96,,,,40,0.000000,1.000000
2026-01-19 10:21:26,210.37,0.0143,0.0150,0.0150,6.2290,14687,1,11.06,45,4.58,317,CALIBRATING,97,,,,40,0.000000,1.000000
2026-01-19 10:21:27,194.85,0.0126,0.0150,0.0150,6.7050,15452,0,0.57,5,3.49,223,CALIBRATING,98,,,,40,0.000000,1.000000
2026-01-19 10:21:28,241.06,0.0091,0.0150,0.0150,6.8040,26444,1,3.00,60,14.08,1332,CALIBRATING,99,,,,40,0.000000,1.000000
2026-01-19 10:21:29,161.48,0.0082,0.0150,0.0150,4.7190,19725,0,3.19,21,6.71,357,CALIBRATING,100,,,,40,0.000000,1.000000
2026-01-19 10:21:30,174.32,0.0107,0.0150,0.0150,5.6410,16217,0,4.50,42,7.90,587,CALIBRATING,101,,,,40,0.000000,1.000000
2026-01-19 10:21:31,159.63,0.0103,0.0150,0.0150,6.1760,15528,0,1.79,18,10.33,567,CALIBRATING,102,,,,40,0.000000,1.000000
2026-01-19 10:21:32,264.17,0.0156,0.0150,0.0150,9.6960,16976,1,228.21,75,5.83,471,CALIBRATING,103,,,,40,0.000000,1.000000
2026-01-19 10:21:33,385.40,0.0185,0.0150,0.0150,8.6560,20878,0,15.31,65,10.60,780,CALIBRATING,104,,,,40,0.000000,1.000000
2026-01-19 10:21:34,165.39,0.0108,0.0150,0.0150,6.9800,15247,0,371.67,61,6.01,445,CALIBRATING,105,,,,40,0.000000,1.000000
2026-01-19 10:21:36,249.24,0.0117,0.0150,0.0150,6.4930,21347,0,7.94,87,13.35,1232,CALIBRATING,106,,,,40,0.000000,1.000000
2026-01-19 10:21:37,156.25,0.0103,0.0150,0.0150,7.2630,15172,0,1.72,17,6.40,490,CALIBRATING,107,,,,40,0.000000,1.000000
2026-01-19 10:21:38,160.19,0.0096,0.0150,0.0150,7.2740,16655,1,3.46,23,3.94,273,CALIBRATING,108,,,,40,0.000000,1.000000
2026-01-19 10:21:39,159.47,0.0083,0.0150,0.0150,6.1040,19105,1,5.43,33,5.87,430,CALIBRATING,109,,,,40,0.000000,1.000000
2026-01-19 10:21:40,192.88,0.0134,0.0150,0.0150,10.1750,14388,1,5.54,45,6.83,555,CALIBRATING,110,,,,40,0.000000,1.000000
2026-01-19 10:21:41,146.95,0.0107,0.0150,0.0150,6.1470,13741,0,10.95,56,4.96,294,CALIBRATING,111,,,,40,0.000000,1.000000
2026-01-19 10:21:42,203.65,0.0113,0.0150,0.0150,6.9470,18040,1,253.30,107,3.48,251,CALIBRATING,112,,,,40,0.000000,1.000000
2026-01-19 10:21:43,247.73,0.0095,0.0150,0.0150,6.6020,26075,1,14.70,185,17.81,1850,CALIBRATING,113,,,,40,0.000000,1.000000
2026-01-19 10:21:44,149.21,0.0104,0.0150,0.0150,6.0390,14297,0,3.31,15,4.80,366,CALIBRATING,114,,,,40,0.000000,1.000000
2026-01-19 10:21:46,157.11,0.0108,0.0150,0.0150,6.6840,14514,0,3.09,25,7.61,765,CALIBRATING,115,,,,40,0.000000,1.000000
2026-01-19 10:21:47,140.03,0.0091,0.0150,0.0150,6.3390,15432,3,1.88,11,9.16,844,CALIBRATING,116,,,,40,0.000000,1.000000
2026-01-19 10:21:48,176.11,0.0079,0.0150,0.0150,6.3090,22242,2,3.34,18,7.78,613,CALIBRATING,117,,,,40,0.000000,1.000000
2026-01-19 10:21:49,156.84,0.0096,0.0150,0.0150,6.2770,16423,0,1.59,17,7.04,519,CALIBRATING,118,,,,40,0.000000,1.000000
2026-01-19 10:21:50,147.31,0.0102,0.0150,0.0150,6.6750,14413,0,5.33,30,6.52,509,CALIBRATING,119,,,,40,0.000000,1.000000
2026-01-19 10:21:51,188.41,0.0085,0.0150,0.0150,5.8210,22251,0,4.62,84,13.39,1410,CALIBRATING,120,,,,40,0.000000,1.000000
2026-01-19 10:21:52,324.89,0.0192,0.0150,0.0150,19.8110,16951,1,239.30,65,5.54,626,CALIBRATING,121,,,,40,0.000000,1.000000
2026-01-19 10:21:53,239.84,0.0131,0.0150,0.0150,7.1080,18273,1,11.12,68,9.08,662,CALIBRATING,122,,,,40,0.000000,1.000000
2026-01-19 10:21:54,147.93,0.0102,0.0150,0.0150,5.6610,14526,0,2.24,13,4.88,416,CALIBRATING,123,,,,40,0.000000,1.000000
2026-01-19 10:21:56,146.92,0.0097,0.0150,0.0150,6.1460,15164,0,11.27,61,3.17,231,CALIBRATING,124,,,,40,0.000000,1.000000
2026-01-19 10:21:57,141.13,0.0089,0.0150,0.0150,6.2760,15866,2,1.43,12,4.90,404,CALIBRATING,125,,,,40,0.000000,1.000000
2026-01-19 10:21:58,152.86,0.0090,0.0150,0.0150,6.2600,17009,0,4.64,17,4.87,345,CALIBRATING,126,,,,40,0.000000,1.000000
2026-01-19 10:21:59,153.31,0.0076,0.0150,0.0150,6.2180,20139,1,1.54,12,5.39,401,CALIBRATING,127,,,,40,0.000000,1.000000
2026-01-19 10:22:00,202.86,0.0089,0.0150,0.0150,6.1160,22910,2,4.41,95,14.71,1563,CALIBRATING,128,,,,40,0.000000,1.000000
2026-01-19 10:22:01,153.22,0.0094,0.0150,0.0150,6.0110,16284,0,3.79,37,11.99,595,CALIBRATING,129,,,,40,0.000000,1.000000
2026-01-19 10:22:02,230.72,0.0116,0.0150,0.0150,6.2560,19805,1,208.79,78,7.23,462,CALIBRATING,130,,,,40,0.000000,1.000000
2026-01-19 10:22:03,192.91,0.0101,0.0150,0.0150,6.3050,19182,1,5.54,40,10.09,581,CALIBRATING,131,,,,40,0.000000,1.000000
2026-01-19 10:22:05,168.22,0.0115,0.0150,0.0150,7.0380,14576,1,2.54,16,5.58,325,CALIBRATING,132,,,,40,0.000000,1.000000
2026-01-19 10:22:06,152.14,0.0107,0.0150,0.0150,6.3110,14183,1,1.87,19,5.81,463,CALIBRATING,133,,,,40,0.000000,1.000000
2026-01-19 10:22:07,150.86,0.0107,0.0150,0.0150,6.2460,14046,0,0.34,6,4.33,312,CALIBRATING,134,,,,40,0.000000,1.000000
2026-01-19 10:22:08,266.91,0.0105,0.0150,0.0150,11.9000,25510,4,11.61,92,13.28,1390,CALIBRATING,135,,,,40,0.000000,1.000000
2026-01-19 10:22:09,169.69,0.0093,0.0150,0.0150,6.0440,18280,0,0.96,10,6.41,575,CALIBRATING,136,,,,40,0.000000,1.000000
2026-01-19 10:22:10,131.67,0.0093,0.0150,0.0150,5.9890,14098,0,4.52,28,4.73,339,CALIBRATING,137,,,,40,0.000000,1.000000
2026-01-19 10:22:11,173.19,0.0114,0.0150,0.0150,6.4330,15168,0,5.69,38,6.12,638,CALIBRATING,138,,,,40,0.000000,1.000000
2026-01-19 10:22:12,275.49,0.0130,0.0150,0.0150,9.7130,21122,0,193.30,126,4.82,312,CALIBRATING,139,,,,40,0.000000,1.000000
2026-01-19 10:22:13,204.29,0.0129,0.0150,0.0150,7.0790,15836,0,4.84,42,8.24,805,CALIBRATING,140,,,,40,0.000000,1.000000
2026-01-19 10:22:15,142.56,0.0104,0.0150,0.0150,6.5650,13758,1,1.95,13,5.79,348,CALIBRATING,141,,,,40,0.000000,1.000000
2026-01-19 10:22:16,225.18,0.0090,0.0150,0.0150,6.1040,25043,4,74.99,68,16.75,1513,CALIBRATING,142,,,,40,0.000000,1.000000
2026-01-19 10:22:17,144.68,0.0102,0.0150,0.0150,6.1500,14219,0,2.00,10,7.46,705,CALIBRATING,143,,,,40,0.000000,1.000000
2026-01-19 10:22:18,193.11,0.0085,0.0150,0.0150,6.2980,22789,2,8.84,27,5.80,585,CALIBRATING,144,,,,40,0.000000,1.000000
2026-01-19 10:22:19,207.19,0.0084,0.0150,0.0150,6.3260,24760,2,1.52,58,18.30,1828,CALIBRATING,145,,,,40,0.000000,1.000000
